,ID,Ort,Umkreis,MaxOrt,Preis,Fläche,Zimmer,Grundstücksfläche,Kategorie,Etagen,Baujahr,Effizienzklasse,Energieträger,Heizungsart
1621,27je65t,frankfurt-am-main,50,max. 15 km,749.000 €,['137 m²'],['5 Zi.'],['290 m²'],['Doppelhaushälfte'],n.a,['1988'],['E'],n.a,n.a
1622,28cdl54,frankfurt-am-main,50,max. 15 km,865.000 €,['136 m²'],['5 Zi.'],['612 m²'],['Einfamilienhaus'],n.a,['1970'],['G'],['Gas'],['Zentralheizung']
1623,284we57,frankfurt-am-main,50,max. 15 km,849.000 €,['127 m²'],['5 Zi.'],['245 m²'],['Einfamilienhaus'],n.a,n.a,['A'],n.a,n.a
1624,288ve57,frankfurt-am-main,50,max. 15 km,715.000 €,['129 m²'],['5 Zi.'],['245 m²'],['Villa'],n.a,n.a,['A'],n.a,n.a
1625,27w735s,frankfurt-am-main,50,max. 15 km,1.547.000 €,['195.04 m²'],['5 Zi.'],['649 m²'],['Einfamilienhaus'],n.a,['1990'],n.a,['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']"
1626,28rt555,frankfurt-am-main,50,max. 15 km,455.000 €,['133 m²'],['4 Zi.'],['317 m²'],['Reihenendhaus'],n.a,['1958'],n.a,['Öl'],['Zentralheizung']
1627,28d4j5c,frankfurt-am-main,50,max. 15 km,1.849.000 €,['248 m²'],['7 Zi.'],['885 m²'],['Einfamilienhaus'],n.a,['2001'],['E'],['Gas'],"['Ofen, offener Kamin']"
1628,28ebu53,frankfurt-am-main,50,max. 15 km,1.405.000 €,[],[],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1629,27gss5r,frankfurt-am-main,50,max. 15 km,625.000 €,['152 m²'],['5 Zi.'],['413 m²'],['Einfamilienhaus'],n.a,['1985'],n.a,['Fernwärme'],['offener Kamin']
1630,27phr5t,frankfurt-am-main,50,max. 15 km,1.590.000 €,['280 m²'],[],['7.433 m²'],['Wohn- und Geschäftshaus'],n.a,n.a,n.a,n.a,n.a
1631,28pk957,frankfurt-am-main,50,max. 15 km,750.000 €,['130 m²'],['6 Zi.'],['843 m²'],['Mehrfamilienhaus'],n.a,['1961'],['H'],['Gas'],['Zentralheizung']
1632,28xpk55,frankfurt-am-main,50,max. 15 km,998.000 €,['211 m²'],['8 Zi.'],['668 m²'],['Mehrfamilienhaus'],n.a,['1955'],['D'],['Gas'],['Zentralheizung']
1633,27dq658,frankfurt-am-main,50,max. 15 km,680.000 €,['144 m²'],['5 Zi.'],['346 m²'],['Bungalow'],n.a,['1973'],['E'],['Gas'],['Zentralheizung']
1634,27xgr5d,frankfurt-am-main,50,max. 15 km,2.413.000 €,['225 m²'],['6 Zi.'],['610 m²'],n.a,n.a,n.a,n.a,n.a,n.a
1635,28cvq55,frankfurt-am-main,50,max. 15 km,670.000 €,['153 m²'],['5 Zi.'],['238 m²'],['Reihenendhaus'],n.a,['1981'],['E'],n.a,n.a
1636,27bnw58,frankfurt-am-main,50,max. 15 km,1.075.000 €,['114 m²'],['6 Zi.'],['463 m²'],['Einfamilienhaus'],n.a,['1957'],['G'],['Gas'],['Zentralheizung']
1637,26jz55m,frankfurt-am-main,50,max. 15 km,1.199.000 €,['183.33 m²'],['4 Zi.'],['603 m²'],['Einfamilienhaus'],n.a,['1967'],['E'],['Gas'],['Zentralheizung']
1638,26mns5n,frankfurt-am-main,50,max. 15 km,1.790.000 €,['240 m²'],['7 Zi.'],['700 m²'],['Villa'],n.a,['1999'],['C'],['Gas'],['Zentralheizung']
1639,27vr652,frankfurt-am-main,50,max. 15 km,1.470.000 €,['187 m²'],['6 Zi.'],['929 m²'],['Einfamilienhaus'],n.a,['1955'],['E'],['Gas'],['Zentralheizung']
1640,27f9x5u,frankfurt-am-main,50,max. 15 km,880.000 €,['240 m²'],['8 Zi.'],['430 m²'],['Bauernhaus'],['3 Geschosse'],['1810'],n.a,['Gas'],['Etagenheizung']
1641,27spx5h,frankfurt-am-main,50,max. 15 km,1.500.000 €,['215 m²'],['5 Zi.'],['200 m²'],['Einfamilienhaus'],n.a,['2004'],n.a,['Gas'],['Zentralheizung']
1642,28zpj5c,frankfurt-am-main,50,max. 15 km,795.000 €,['285 m²'],['9 Zi.'],['442 m²'],['Einfamilienhaus'],n.a,['1972'],n.a,['Gas'],['Zentralheizung']
1643,28g4256,frankfurt-am-main,50,max. 15 km,639.900 €,['120 m²'],['5 Zi.'],['163 m²'],['Doppelhaushälfte'],n.a,['2005'],['C'],['Gas'],['Zentralheizung']
1644,287se58,frankfurt-am-main,50,max. 15 km,428.500 €,['123 m²'],['5.5 Zi.'],['270 m²'],['Reihenmittelhaus'],n.a,['1964'],n.a,n.a,n.a
1645,28zag57,frankfurt-am-main,50,max. 15 km,428.500 €,['123 m²'],['5.5 Zi.'],['270 m²'],['Reihenmittelhaus'],n.a,['1964'],n.a,n.a,n.a
1646,24by75y,frankfurt-am-main,50,max. 15 km,1.590.000 €,['151.64 m²'],['6 Zi.'],['2.314 m²'],['Einfamilienhaus'],n.a,['1958'],n.a,['Öl'],['Zentralheizung']
1647,28avl59,frankfurt-am-main,50,max. 15 km,1.420.000 €,['210 m²'],[],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1648,27hq659,frankfurt-am-main,50,max. 15 km,1.495.000 €,['561 m²'],['22 Zi.'],['1.042 m²'],['Mehrfamilienhaus'],n.a,['1968'],['G'],['Gas'],['Etagenheizung']
1649,27zfw55,frankfurt-am-main,50,max. 15 km,940.000 €,['130 m²'],['4 Zi.'],['723 m²'],['Bungalow'],n.a,['1970'],['E'],['Gas'],"['offener Kamin, Zentralheizung']"
1650,27gl45v,frankfurt-am-main,50,max. 15 km,849.000 €,['146 m²'],['5 Zi.'],['602 m²'],['Einfamilienhaus'],n.a,['1936'],['F'],['Gas'],['offener Kamin']
1651,28d6857,frankfurt-am-main,50,max. 15 km,1.450.000 €,['201.75 m²'],['7 Zi.'],['268 m²'],['Doppelhaushälfte'],n.a,['2022'],['A+'],n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe, offener Kamin']"
1652,27q7453,frankfurt-am-main,50,max. 15 km,950.000 €,['207 m²'],['4 Zi.'],['311 m²'],['Doppelhaushälfte'],n.a,['2022'],['A+'],n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']"
1653,275cg5m,frankfurt-am-main,50,max. 15 km,1.590.000 €,['365 m²'],['12 Zi.'],['949 m²'],['Mehrfamilienhaus'],n.a,['1972'],n.a,['Gas'],['Zentralheizung']
1654,279945h,frankfurt-am-main,50,max. 15 km,595.000 €,['102 m²'],['4 Zi.'],['227 m²'],['Einfamilienhaus'],n.a,['2001'],['D'],['Öl'],n.a
1655,27ep95g,frankfurt-am-main,50,max. 15 km,530.000 €,['170 m²'],['6 Zi.'],['224 m²'],['Reihenendhaus'],n.a,['1990'],n.a,['Fernwärme'],['Zentralheizung']
1656,27c4k55,frankfurt-am-main,50,max. 15 km,1.685.000 €,['259 m²'],['8 Zi.'],['235 m²'],n.a,n.a,['1750'],n.a,['Gas'],n.a
1657,274xp5u,frankfurt-am-main,50,max. 15 km,1.100.000 €,['175 m²'],['6 Zi.'],['841 m²'],['Mehrfamilienhaus'],n.a,['1961'],['G'],['Gas'],['Zentralheizung']
1658,28cht53,frankfurt-am-main,50,max. 15 km,699.000 €,['159.82 m²'],['6 Zi.'],['613 m²'],['Mehrfamilienhaus'],n.a,['1962'],['H'],['Öl'],['Zentralheizung']
1659,28zmh5b,frankfurt-am-main,50,max. 15 km,1.199.000 €,['382 m²'],['13 Zi.'],['839 m²'],['Mehrfamilienhaus'],n.a,['2008'],['A+'],n.a,['Luft-/Wasser-Wärmepumpe']
1660,283s957,frankfurt-am-main,50,max. 15 km,1.650.000 €,['192 m²'],['6.5 Zi.'],['1.470 m²'],['Einfamilienhaus'],n.a,['1982'],n.a,['Gas'],['Fußbodenheizung']
1661,282dx59,frankfurt-am-main,50,max. 15 km,1.750.000 €,['255 m²'],['7 Zi.'],['749 m²'],['Villa'],n.a,['1984'],['D'],['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']"
1662,26qpc56,frankfurt-am-main,50,max. 15 km,549.000 €,['143.3 m²'],['5 Zi.'],['474 m²'],['Einfamilienhaus'],n.a,['1975'],['F'],['Öl'],['Zentralheizung']
1663,27w9n5f,frankfurt-am-main,50,max. 15 km,599.000 €,['205 m²'],['9 Zi.'],['499 m²'],['Mehrfamilienhaus'],n.a,['1956'],['H'],['Gas'],['Zentralheizung']
1664,27wp55t,frankfurt-am-main,50,max. 15 km,1.690.000 €,['250 m²'],['9 Zi.'],['290 m²'],['Villa'],n.a,['1906'],['D'],['Gas'],['Zentralheizung']
1665,27ubz5x,frankfurt-am-main,50,max. 15 km,1.390.000 €,['206.17 m²'],['6.5 Zi.'],['572 m²'],['Einfamilienhaus'],n.a,['1973'],['E'],['Öl'],['offener Kamin']
1666,27uql5v,frankfurt-am-main,50,max. 15 km,999.000 €,['175 m²'],['8 Zi.'],['1.298 m²'],['Einfamilienhaus'],['2 Geschosse'],['1950/1971'],['H'],['Gas'],['Ofen']
1667,27fx85u,frankfurt-am-main,50,max. 15 km,1.250.000 €,['217 m²'],['8 Zi.'],['213 m²'],['Mehrfamilienhaus'],n.a,['2018'],['A'],n.a,['Zentralheizung']
1668,28ble57,frankfurt-am-main,50,max. 15 km,2.800.000 €,['388 m²'],['15 Zi.'],['2.220 m²'],['Mehrfamilienhaus'],n.a,n.a,n.a,n.a,['Fußbodenheizung']
1669,28luh59,frankfurt-am-main,50,max. 15 km,800.000 €,['200 m²'],['6 Zi.'],['660 m²'],['Einfamilienhaus'],n.a,['1966'],n.a,['Öl'],n.a
1670,2886s55,frankfurt-am-main,50,max. 15 km,950.000 €,['129 m²'],['5 Zi.'],['830 m²'],['Einfamilienhaus'],n.a,n.a,['A'],n.a,n.a
1671,283ej5c,frankfurt-am-main,50,max. 15 km,1.015.000 €,['140 m²'],['5 Zi.'],['830 m²'],['Villa'],n.a,n.a,['A'],n.a,n.a
1672,282ej5c,frankfurt-am-main,50,max. 15 km,750.000 €,['120 m²'],['5 Zi.'],['478 m²'],['Doppelhaushälfte'],n.a,n.a,['A'],n.a,n.a
1673,28wca54,frankfurt-am-main,50,max. 15 km,1.140.000 €,['173 m²'],['5 Zi.'],['955 m²'],['Einfamilienhaus'],n.a,n.a,['A'],n.a,n.a
1674,276jr5z,frankfurt-am-main,50,max. 15 km,406.000 €,['109 m²'],[],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1675,276j65m,frankfurt-am-main,50,max. 15 km,580.000 €,['110 m²'],['3 Zi.'],['443 m²'],['Einfamilienhaus'],n.a,['1975'],['F'],['Gas'],['Zentralheizung']
1676,27wrz5w,frankfurt-am-main,50,max. 15 km,422.000 €,['143 m²'],[],['346 m²'],['Einfamilienhaus'],['2 Geschosse'],['1920'],n.a,['Gas'],['Zentralheizung']
1677,28fch59,frankfurt-am-main,50,max. 15 km,880.345 €,['141 m²'],['5 Zi.'],['160 m²'],['Reihenmittelhaus'],n.a,['2015'],['B'],"['Blockheizkraftwerk, Fernwärme']",n.a
1678,27dz55j,frankfurt-am-main,50,max. 15 km,1.300.000 €,['205 m²'],['7 Zi.'],['380 m²'],['Doppelhaushälfte'],n.a,['2022'],n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung']"
1679,229355l,frankfurt-am-main,50,max. 15 km,590.000 €,['238.39 m²'],['8 Zi.'],['435 m²'],['Mehrfamilienhaus'],['2 Geschosse'],['1966/1972'],['G'],['Öl'],['Zentralheizung']
1680,265jr5v,frankfurt-am-main,50,max. 15 km,910.000 €,['287.41 m²'],['12 Zi.'],['348 m²'],['Mehrfamilienhaus'],n.a,['2005'],['B'],['Gas'],['Zentralheizung']
1681,28zkc54,frankfurt-am-main,50,max. 15 km,880.000 €,['243 m²'],[],['505 m²'],['Mehrfamilienhaus'],n.a,n.a,n.a,n.a,n.a
1682,28xkc54,frankfurt-am-main,50,max. 15 km,1.420.000 €,['210 m²'],[],['762 m²'],['Einfamilienhaus'],n.a,n.a,n.a,n.a,n.a
1683,27fhb5x,frankfurt-am-main,50,max. 15 km,1.650.000 €,['206.05 m²'],['7 Zi.'],['332 m²'],['Doppelhaushälfte'],n.a,['2022'],['A+'],n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']"
1684,2742b55,frankfurt-am-main,50,max. 15 km,499.000 €,['159 m²'],['7 Zi.'],['271 m²'],['Einfamilienhaus'],n.a,['1933'],['E'],['Gas'],['Zentralheizung']
1685,28zg35d,frankfurt-am-main,50,max. 20 km,695.000 €,['201 m²'],['8 Zi.'],['278 m²'],['Mehrfamilienhaus'],n.a,['1925'],n.a,['Gas'],['Zentralheizung']
1686,28nh35d,frankfurt-am-main,50,max. 20 km,1.500.000 €,['352.07 m²'],[],['832 m²'],['Mehrfamilienhaus'],n.a,['1900'],n.a,n.a,n.a
1687,28sg35d,frankfurt-am-main,50,max. 20 km,805.000 €,['151.07 m²'],['4 Zi.'],['554 m²'],['Einfamilienhaus'],n.a,['1890'],n.a,['Öl'],['Zentralheizung']
1688,279jf5m,frankfurt-am-main,50,max. 20 km,475.000 €,['94 m²'],[],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1689,28unc54,frankfurt-am-main,50,max. 20 km,475.000 €,['94 m²'],[],['k.A.'],['Einfamilienhaus'],n.a,n.a,n.a,n.a,n.a
1690,276795u,frankfurt-am-main,50,max. 20 km,1.750.000 €,['269 m²'],['10 Zi.'],['360 m²'],['Villa'],n.a,['1919'],n.a,['Gas'],n.a
1691,24vws5y,frankfurt-am-main,50,max. 20 km,420.000 €,['137 m²'],['9 Zi.'],['286 m²'],n.a,['2 Geschosse'],['1920'],['H'],['Elektro'],['Ofen']
1692,2789b5v,frankfurt-am-main,50,max. 20 km,1.200.000 €,['305 m²'],['9 Zi.'],['791 m²'],['Einfamilienhaus'],n.a,['1983'],['G'],['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']"
1693,28lrc5c,frankfurt-am-main,50,max. 20 km,580.000 €,['94 m²'],['5 Zi.'],['191 m²'],['Reihenmittelhaus'],n.a,['1960'],['G'],['Öl'],['Zentralheizung']
1694,27cxc5x,frankfurt-am-main,50,max. 20 km,720.000 €,['185 m²'],['6 Zi.'],['1.000 m²'],['Einfamilienhaus'],n.a,['1966'],['E'],['Gas'],['Zentralheizung']
1695,27gkg5j,frankfurt-am-main,50,max. 20 km,1.300.000 €,['169 m²'],['6.5 Zi.'],['843 m²'],['Mehrfamilienhaus'],n.a,['1950/1963/1984'],['E'],"['Gas, Solar']",n.a
1696,28att53,frankfurt-am-main,50,max. 20 km,1.140.000 €,['197 m²'],['5 Zi.'],['720 m²'],['Villa'],n.a,n.a,['A'],n.a,n.a
1697,28w4s55,frankfurt-am-main,50,max. 20 km,898.000 €,['129 m²'],['5 Zi.'],['720 m²'],['Villa'],n.a,n.a,['A'],n.a,n.a
1698,28p7t53,frankfurt-am-main,50,max. 20 km,649.000 €,['186 m²'],['6 Zi.'],['648 m²'],['Einfamilienhaus'],n.a,['1972'],['G'],['Öl'],['Zentralheizung']
1699,27prz5q,frankfurt-am-main,50,max. 20 km,1.150.000 €,['450.25 m²'],[],['812 m²'],['Mehrfamilienhaus'],n.a,['1959'],['H'],['Öl'],['Zentralheizung']
1700,27r5e5w,frankfurt-am-main,50,max. 20 km,950.000 €,['303 m²'],['14 Zi.'],['274 m²'],['Mehrfamilienhaus'],n.a,['1920'],['H'],['Gas'],['Etagenheizung']
1701,28f9h59,frankfurt-am-main,50,max. 20 km,529.000 €,['270 m²'],['9 Zi.'],['605 m²'],['Einfamilienhaus'],n.a,['1952'],['E'],n.a,n.a
1702,27zjg5x,frankfurt-am-main,50,max. 20 km,750.000 €,['320 m²'],['11 Zi.'],['562 m²'],['Mehrfamilienhaus'],n.a,['1970'],n.a,['Öl'],['Zentralheizung']
1703,28bm352,frankfurt-am-main,50,max. 20 km,645.000 €,['148 m²'],['6 Zi.'],['197 m²'],['Doppelhaushälfte'],n.a,['1999'],['A'],['Gas'],"['offener Kamin, Zentralheizung']"
1704,274gu5g,frankfurt-am-main,50,max. 20 km,649.000 €,['82 m²'],['4 Zi.'],['708 m²'],['Doppelhaushälfte'],n.a,['1960'],['H'],['Öl'],['Zentralheizung']
1705,2783r5j,frankfurt-am-main,50,max. 20 km,898.000 €,['158 m²'],['4 Zi.'],['220 m²'],['Reihenmittelhaus'],n.a,['2010'],['B'],n.a,n.a
1706,28k9j56,frankfurt-am-main,50,max. 20 km,549.000 €,['188.5 m²'],['9 Zi.'],['274 m²'],n.a,n.a,['1963'],['H'],['Öl'],['Zentralheizung']
1707,277x45s,frankfurt-am-main,50,max. 20 km,749.000 €,['118 m²'],[],['215 m²'],n.a,['2 Geschosse'],['1978'],n.a,['Gas'],['Zentralheizung']
1708,26pxh5e,frankfurt-am-main,50,max. 20 km,595.000 €,['155.28 m²'],['6 Zi.'],['286 m²'],['Doppelhaushälfte'],n.a,['1969'],['G'],['Gas'],['Zentralheizung']
1709,27zb25g,frankfurt-am-main,50,max. 20 km,695.000 €,['123 m²'],['9 Zi.'],['346 m²'],['Mehrfamilienhaus'],n.a,['1927'],['G'],['Gas'],['Zentralheizung']
1710,28vwe5b,frankfurt-am-main,50,max. 20 km,599.000 €,['137.51 m²'],['4 Zi.'],"['325,11 m²']",['Reihenmittelhaus'],n.a,['1965'],['D'],['Gas'],['Zentralheizung']
1711,27tc35h,frankfurt-am-main,50,max. 20 km,690.000 €,['145 m²'],['4 Zi.'],['185 m²'],['Doppelhaushälfte'],n.a,['2003'],n.a,['Gas'],n.a
1712,27p9d5r,frankfurt-am-main,50,max. 20 km,850.000 €,['184 m²'],['6 Zi.'],['218 m²'],['Doppelhaushälfte'],n.a,['2022'],n.a,n.a,n.a
1713,279gz56,frankfurt-am-main,50,max. 20 km,595.000 €,['118 m²'],['5 Zi.'],['416 m²'],['Reihenendhaus'],n.a,['1965'],['H'],n.a,"['offener Kamin, Zentralheizung']"
1714,28czr59,frankfurt-am-main,50,max. 20 km,839.000 €,['158 m²'],['5 Zi.'],['162 m²'],n.a,n.a,['2020'],n.a,['Fernwärme'],['Fußbodenheizung']
1715,23sya5y,frankfurt-am-main,50,max. 20 km,949.000 €,['424 m²'],['19 Zi.'],['942 m²'],['Mehrfamilienhaus'],n.a,['1956'],['H'],['Gas'],['Zentralheizung']
1716,23tza5y,frankfurt-am-main,50,max. 20 km,949.000 €,['424 m²'],['19 Zi.'],['942 m²'],['Mehrfamilienhaus'],n.a,['1956'],['H'],['Gas'],['Zentralheizung']
1717,28clc54,frankfurt-am-main,50,max. 20 km,422.000 €,['143 m²'],[],['k.A.'],['Einfamilienhaus'],n.a,n.a,n.a,n.a,n.a
1718,27q9f5x,frankfurt-am-main,50,max. 20 km,422.000 €,['143 m²'],[],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1719,286j752,frankfurt-am-main,50,max. 20 km,1.080.000 €,['419 m²'],['18 Zi.'],['642 m²'],['Mehrfamilienhaus'],n.a,['1964'],['C'],['Gas'],['Zentralheizung']
1720,28wpe59,frankfurt-am-main,50,max. 20 km,450.000 €,['135 m²'],['4 Zi.'],['133 m²'],['Reihenendhaus'],n.a,['1985'],['G'],['Gas'],['Zentralheizung']
1721,266wm59,frankfurt-am-main,50,max. 20 km,900.000 €,['120 m²'],['6 Zi.'],['760 m²'],['Stadthaus'],n.a,['1906'],n.a,['Gas'],['Zentralheizung']
1722,26ukx5w,frankfurt-am-main,50,max. 20 km,1 €,['2000 m²'],['20 Zi.'],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1723,288at5b,frankfurt-am-main,50,max. 20 km,549.000 €,['114.11 m²'],['4 Zi.'],"['158,11 m²']",['Reihenmittelhaus'],n.a,['1967'],['D'],['Gas'],['Zentralheizung']
1724,23t7s5d,frankfurt-am-main,50,max. 20 km,1.890.000 €,['496.91 m²'],['7 Zi.'],['695 m²'],['Villa'],n.a,['1992'],['C'],['Gas'],"['offener Kamin, Zentralheizung']"
1725,27xff5l,frankfurt-am-main,50,max. 20 km,660.000 €,['164.38 m²'],['5 Zi.'],['410 m²'],['Doppelhaushälfte'],n.a,['1966'],['E'],['Gas'],"['offener Kamin, Zentralheizung']"
1726,26urx52,frankfurt-am-main,50,max. 20 km,475.000 €,['142 m²'],['6 Zi.'],['206 m²'],['Einfamilienhaus'],n.a,['1929'],n.a,['Gas'],['Zentralheizung']
1727,28z5g54,frankfurt-am-main,50,max. 20 km,1.395.000 €,['268.47 m²'],['6 Zi.'],['401 m²'],['Mehrfamilienhaus'],n.a,['2007'],n.a,['Erdwärme'],"['Fußbodenheizung, offener Kamin']"
1728,27ey65d,frankfurt-am-main,50,max. 20 km,550.000 €,['138.11 m²'],['6 Zi.'],['822 m²'],['Mehrfamilienhaus'],n.a,['1968'],n.a,['Öl'],['Zentralheizung']
1729,27njv59,frankfurt-am-main,50,max. 20 km,1.395.000 €,['324 m²'],['12 Zi.'],['966 m²'],['Mehrfamilienhaus'],n.a,['1965'],['E'],"['Öl, Pellets']","['offener Kamin, Zentralheizung']"
1730,2897x57,frankfurt-am-main,50,max. 20 km,590.000 €,['140 m²'],['5 Zi.'],['401 m²'],['Reihenendhaus'],n.a,['1982'],['D'],['Gas'],['Zentralheizung']
1731,284ty5c,frankfurt-am-main,50,max. 20 km,560.000 €,['120 m²'],['5 Zi.'],['192 m²'],['Doppelhaushälfte'],n.a,['1999'],['D'],['Gas'],['Zentralheizung']
1732,28an252,frankfurt-am-main,50,max. 20 km,1.250.000 €,['221.8 m²'],['10 Zi.'],['589 m²'],['Einfamilienhaus'],n.a,['1971'],['F'],['Gas'],"['offener Kamin, Zentralheizung']"
1733,27wta5t,frankfurt-am-main,50,max. 20 km,500.000 €,['118 m²'],['5 Zi.'],['496 m²'],['Mehrfamilienhaus'],n.a,['1958'],['H'],['Gas'],['Zentralheizung']
1734,27xex5u,frankfurt-am-main,50,max. 20 km,1.385.000 €,['430 m²'],['13 Zi.'],['k.A.'],['Mehrfamilienhaus'],n.a,n.a,n.a,n.a,n.a
1735,2858w5a,frankfurt-am-main,50,max. 20 km,1.500.000 €,['166 m²'],['6 Zi.'],['787 m²'],n.a,n.a,['1964'],n.a,n.a,n.a
1736,287tg5b,frankfurt-am-main,50,max. 20 km,699.000 €,['162 m²'],['6 Zi.'],['217 m²'],['Doppelhaushälfte'],n.a,['1990'],['C'],['Gas'],"['offener Kamin, Zentralheizung']"
1737,27gbk5k,frankfurt-am-main,50,max. 20 km,729.000 €,['240 m²'],['11 Zi.'],['361 m²'],['Mehrfamilienhaus'],n.a,['1904'],['G'],['Gas'],"['offener Kamin, Zentralheizung']"
1738,27kub55,frankfurt-am-main,50,max. 20 km,977.000 €,['194.26 m²'],['6 Zi.'],['721 m²'],['Mehrfamilienhaus'],n.a,['1969'],n.a,['Gas'],['Zentralheizung']
1739,2755z5z,frankfurt-am-main,50,max. 20 km,675.000 €,['252 m²'],['7 Zi.'],['553 m²'],['Mehrfamilienhaus'],n.a,['1978'],['F'],['Gas'],"['offener Kamin, Zentralheizung']"
1740,274nw5j,frankfurt-am-main,50,max. 20 km,3.651.400 €,['618.09 m²'],['18 Zi.'],['597 m²'],['Mehrfamilienhaus'],n.a,['2022'],['A+'],['Elektro'],"['Fußbodenheizung, Zentralheizung']"
1741,273535r,frankfurt-am-main,50,max. 20 km,849.000 €,['285 m²'],['14 Zi.'],['464 m²'],['Mehrfamilienhaus'],n.a,n.a,n.a,['Gas'],['Zentralheizung']
1742,27lw553,frankfurt-am-main,50,max. 20 km,559.000 €,['140 m²'],['5 Zi.'],['120 m²'],['Reihenmittelhaus'],n.a,['2014'],['A'],['Pellets'],['Zentralheizung']
1743,27hjg5m,frankfurt-am-main,50,max. 20 km,1.095.000 €,['274 m²'],['7 Zi.'],['516 m²'],['Mehrfamilienhaus'],n.a,['1850'],n.a,['Gas'],['Zentralheizung']
1744,287lc54,frankfurt-am-main,50,max. 20 km,659.000 €,['193 m²'],[],['k.A.'],['Doppelhaushälfte'],n.a,n.a,n.a,n.a,n.a
1745,28nsy59,frankfurt-am-main,50,max. 20 km,699.000 €,['162 m²'],['6 Zi.'],['217 m²'],['Doppelhaushälfte'],n.a,n.a,n.a,n.a,n.a
1746,27zce55,frankfurt-am-main,50,max. 20 km,1.121.000 €,['244 m²'],['7 Zi.'],['335 m²'],['Doppelhaushälfte'],n.a,['2007'],n.a,['Gas'],"['offener Kamin, Zentralheizung']"
1747,28yy753,frankfurt-am-main,50,max. 20 km,2.250.000 €,['844.09 m²'],['20 Zi.'],"['2.208,23 m²']",['Villa'],n.a,['1977'],['G'],n.a,['Zentralheizung']
1748,272vx5z,frankfurt-am-main,50,max. 20 km,499.900 €,['128 m²'],['5 Zi.'],['250 m²'],['Reihenendhaus'],n.a,['2023'],['B'],"['Blockheizkraftwerk, Fernwärme']",n.a
1749,28ahu5a,frankfurt-am-main,50,max. 20 km,1.100.000 €,['350 m²'],['10 Zi.'],['874 m²'],['Mehrfamilienhaus'],n.a,['1936'],n.a,['Öl'],['Zentralheizung']
1750,26pt55x,frankfurt-am-main,50,max. 20 km,1.385.000 €,['198 m²'],['8 Zi.'],['600 m²'],['Einfamilienhaus'],n.a,['1960'],['G'],['Gas'],['Zentralheizung']
1751,27uz95b,frankfurt-am-main,50,max. 20 km,849.000 €,['187 m²'],['9 Zi.'],['483 m²'],['Mehrfamilienhaus'],n.a,['1968'],['D'],['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']"
1752,27fu45g,frankfurt-am-main,50,max. 20 km,1.200.000 €,['372 m²'],['15 Zi.'],['600 m²'],['Mehrfamilienhaus'],n.a,['1994'],['C'],n.a,n.a
1753,27av45g,frankfurt-am-main,50,max. 20 km,1.200.000 €,['372 m²'],['15 Zi.'],['600 m²'],['Mehrfamilienhaus'],n.a,['1994'],['C'],n.a,n.a
1754,27y925e,frankfurt-am-main,50,max. 20 km,749.000 €,['156 m²'],['5 Zi.'],['276 m²'],['Doppelhaushälfte'],n.a,['1999'],['C'],['Gas'],['Fußbodenheizung']
1755,27eqd5j,frankfurt-am-main,50,max. 20 km,598.000 €,['233.78 m²'],['8 Zi.'],['320 m²'],['Einfamilienhaus'],n.a,['1980'],n.a,n.a,['Zentralheizung']
1756,27y4h5x,frankfurt-am-main,50,max. 20 km,929.000 €,['160.21 m²'],['6 Zi.'],['653 m²'],['Einfamilienhaus'],n.a,['1961'],['F'],['Öl'],['Zentralheizung']
1757,28c2b53,frankfurt-am-main,50,max. 20 km,669.000 €,['171 m²'],['6 Zi.'],['295 m²'],['Einfamilienhaus'],n.a,['1950'],['F'],['Öl'],"['offener Kamin, Zentralheizung']"
1758,27he35g,frankfurt-am-main,50,max. 20 km,499.000 €,['131 m²'],['6 Zi.'],['175 m²'],['Reihenmittelhaus'],n.a,['1967'],['G'],['Gas'],['Zentralheizung']
1759,28bvl59,frankfurt-am-main,50,max. 20 km,880.000 €,['243 m²'],[],['k.A.'],n.a,n.a,n.a,n.a,n.a,n.a
1760,28bqc59,frankfurt-am-main,50,max. 20 km,1.420.000 €,['210 m²'],['7.5 Zi.'],['762 m²'],['Einfamilienhaus'],['1 Geschoss'],['1949/87/2007'],n.a,['Öl'],"['Ofen, Zentralheizung']"
1761,28bnt52,frankfurt-am-main,50,max. 20 km,689.000 €,['275 m²'],['9 Zi.'],['312 m²'],['Mehrfamilienhaus'],n.a,['1900'],n.a,['Gas'],['Zentralheizung']
