,ID,Ort,Umkreis,MaxOrt,Preis,Fläche,Zimmer,Grundstücksfläche,Kategorie,Etagen,Baujahr,Effizienzklasse,Energieträger,Heizungsart,Stand
0,28zn659,berlin,50,max. 15 km,7.790.000 €,['780 m²'],['30 Zi.'],['1.696 m²'],['Villa'],['5 Geschosse'],['1890'],n.a,n.a,n.a,2022-12-31
1,28jr359,berlin,50,max. 30 km,450.000 €,['111 m²'],['5 Zi.'],['1.100 m²'],['Einfamilienhaus'],['2 Geschosse'],['1936'],['H'],"['Gas, Kohle']",['Zentralheizung'],2022-12-31
2,274he5l,berlin,50,max. 10 km,690.000 €,['323 m²'],['8 Zi.'],['393 m²'],['Mehrfamilienhaus'],n.a,['1990'],['D'],['Gas'],['Zentralheizung'],2022-12-31
3,279kt5y,berlin,50,max. 10 km,1.700.000 €,['186.62 m²'],['8 Zi.'],['502 m²'],['Mehrfamilienhaus'],n.a,['1936'],n.a,['Fernwärme'],['Zentralheizung'],2022-12-31
4,27a225p,berlin,50,max. 10 km,7.500.000 €,['524.46 m²'],['9.5 Zi.'],['1.032 m²'],['Villa'],n.a,['2005'],['D'],['Gas'],"['Fußbodenheizung, Zentralheizung']",2022-12-31
5,28g8n58,berlin,50,max. 10 km,1.750.000 €,['140 m²'],['5 Zi.'],['1.200 m²'],['Doppelhaushälfte'],n.a,['1925'],n.a,['Gas'],['Zentralheizung'],2022-12-31
6,27w5v5j,berlin,50,max. 15 km,795.000 €,['170 m²'],['8 Zi.'],['568 m²'],['Einfamilienhaus'],n.a,['1933'],['F'],['Gas'],n.a,2022-12-31
7,25ctr5u,berlin,50,max. 15 km,650.000 €,['152.72 m²'],['5 Zi.'],['120 m²'],['Reihenmittelhaus'],n.a,['2000'],n.a,['Gas'],['Etagenheizung'],2022-12-31
8,27nhe5l,berlin,50,max. 15 km,1.140.000 €,['154 m²'],['5 Zi.'],"['237,40 m²']",['Reihenmittelhaus'],n.a,['2017'],['B'],['Fernwärme'],n.a,2022-12-31
9,28xyz53,berlin,50,max. 15 km,549.000 €,['135 m²'],['4 Zi.'],['775 m²'],['Einfamilienhaus'],n.a,['1976'],['D'],n.a,['Zentralheizung'],2022-12-31
10,26pew5r,berlin,50,max. 15 km,1.590.000 €,['147 m²'],['5 Zi.'],['409 m²'],['Reihenendhaus'],n.a,['2016'],n.a,['Gas'],['Fußbodenheizung'],2022-12-31
11,28z9y5c,berlin,50,max. 15 km,995.000 €,['121.55 m²'],['5 Zi.'],['414 m²'],['Doppelhaushälfte'],n.a,['1957'],['F'],['Gas'],['Zentralheizung'],2022-12-31
12,27yc95r,berlin,50,max. 15 km,344.000 €,['190.8 m²'],['1 Zi.'],['70 m²'],['Einfamilienhaus'],n.a,['1900'],n.a,['Gas'],['Etagenheizung'],2022-12-31
13,26faw5f,berlin,50,max. 15 km,2.950.000 €,['211 m²'],['4 Zi.'],['301 m²'],['Doppelhaushälfte'],n.a,['2018'],['B'],['Blockheizkraftwerk'],['Fußbodenheizung'],2022-12-31
14,28qa458,berlin,50,max. 15 km,449.000 €,['104 m²'],['5 Zi.'],['266 m²'],['Reihenmittelhaus'],n.a,['1928'],['H'],['Gas'],['Zentralheizung'],2022-12-31
15,27b4y5h,berlin,50,max. 15 km,595.000 €,['120 m²'],['4 Zi.'],['433 m²'],['Einfamilienhaus'],n.a,['1995'],['F'],['Gas'],['Zentralheizung'],2022-12-31
16,27fz95t,berlin,50,max. 15 km,298.000 €,['70 m²'],['3 Zi.'],['145 m²'],['Reihenmittelhaus'],n.a,['1935'],n.a,['Elektro'],n.a,2022-12-31
17,27w3b5u,berlin,50,max. 20 km,485.000 €,['104.12 m²'],['4 Zi.'],"['157,78 m²']",['Reihenendhaus'],n.a,['2019'],['B'],['Gas'],['Fußbodenheizung'],2022-12-31
18,278fh5k,berlin,50,max. 20 km,2.499.999 €,['619 m²'],['24 Zi.'],['950 m²'],['Mehrfamilienhaus'],['3 Geschosse'],['1980'],['G'],['Öl'],n.a,2022-12-31
19,27v535b,berlin,50,max. 20 km,5.749.000 €,['1016 m²'],['17 Zi.'],['7.418 m²'],['Villa'],n.a,['1914'],['E'],['Fernwärme'],"['offener Kamin, Zentralheizung']",2022-12-31
20,285ql54,frankfurt-am-main,50,max. 10 km,795.000 €,['195 m²'],['7 Zi.'],['210 m²'],['Stadthaus'],n.a,['1906'],['F'],['Gas'],['Zentralheizung'],2022-12-31
21,2773y5u,frankfurt-am-main,50,max. 50 km,449.000 €,['201 m²'],['8 Zi.'],['330 m²'],['Mehrfamilienhaus'],n.a,['1994/5'],['C'],"['Öl, Solar']",['Zentralheizung'],2022-12-31
22,27rg95u,frankfurt-am-main,50,max. 2 km,3.900.000 €,['298 m²'],['8 Zi.'],['325 m²'],['Stadthaus'],n.a,['1958'],n.a,['Gas'],"['Fußbodenheizung, offener Kamin']",2022-12-31
23,28vvt5b,frankfurt-am-main,50,max. 5 km,345.000 €,['95 m²'],['4 Zi.'],['144 m²'],['Reihenmittelhaus'],n.a,['1928'],['F'],['Gas'],['Zentralheizung'],2022-12-31
24,28qtt5b,frankfurt-am-main,50,max. 5 km,775.000 €,['100 m²'],['4 Zi.'],['274 m²'],['Reihenendhaus'],n.a,['1956'],['H'],['Gas'],['Zentralheizung'],2022-12-31
25,28z8l5c,frankfurt-am-main,50,max. 10 km,629.000 €,['100 m²'],['6 Zi.'],['415 m²'],['Doppelhaushälfte'],n.a,['1936'],n.a,['Gas'],['Zentralheizung'],2022-12-31
26,27m2d5f,frankfurt-am-main,50,max. 15 km,1.299.900 €,['189 m²'],['5 Zi.'],['632 m²'],['Reihenendhaus'],['3 Geschosse'],['2023'],n.a,['Erdwärme'],"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2022-12-31
27,27gvc5f,frankfurt-am-main,50,max. 15 km,938.900 €,['138 m²'],['5 Zi.'],['632 m²'],['Reihenmittelhaus'],['3 Geschosse'],['2023'],n.a,['Erdwärme'],"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2022-12-31
28,274d25w,frankfurt-am-main,50,max. 20 km,749.600 €,[],['5 Zi.'],['k.A.'],['Einfamilienhaus'],n.a,['1984'],['E'],['Gas'],['offener Kamin'],2022-12-31
29,27bdc5m,frankfurt-am-main,50,max. 20 km,598.000 €,['114 m²'],['4 Zi.'],['216 m²'],['Doppelhaushälfte'],n.a,['2005'],n.a,n.a,['Fußbodenheizung'],2022-12-31
30,26hhb5y,frankfurt-am-main,50,max. 30 km,685.000 €,['257 m²'],['10 Zi.'],['702 m²'],n.a,n.a,"['1905, 1995']",['H'],['Gas'],['Zentralheizung'],2022-12-31
31,27vhr5p,frankfurt-am-main,50,max. 30 km,1.150.000 €,['360 m²'],['12 Zi.'],['495 m²'],['Einfamilienhaus'],n.a,n.a,['A'],['Öl'],"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2022-12-31
32,2838k58,frankfurt-am-main,50,max. 30 km,330.000 €,['104 m²'],['5 Zi.'],['400 m²'],['Doppelhaushälfte'],n.a,['1952'],['H'],['Öl'],['Zentralheizung'],2022-12-31
33,26zu45q,frankfurt-am-main,50,max. 30 km,670.000 €,['143 m²'],['5.5 Zi.'],['163 m²'],n.a,n.a,['1979'],n.a,['Gas'],['Zentralheizung'],2022-12-31
34,273uv52,frankfurt-am-main,50,max. 30 km,529.000 €,['145 m²'],['6 Zi.'],['640 m²'],n.a,n.a,n.a,n.a,n.a,n.a,2022-12-31
35,28r4k59,frankfurt-am-main,50,max. 50 km,1.100.000 €,['139 m²'],['7 Zi.'],['759 m²'],['Bungalow'],n.a,['1970'],n.a,n.a,n.a,2022-12-31
36,27z6q5c,frankfurt-am-main,50,max. 50 km,1.299.000 €,['236 m²'],['8 Zi.'],['588 m²'],n.a,n.a,['1991'],['E'],['Gas'],n.a,2022-12-31
37,28mub53,frankfurt-am-main,50,max. 50 km,986.000 €,['173 m²'],['6 Zi.'],['500 m²'],['Einfamilienhaus'],n.a,['2020'],n.a,n.a,"['Luft-/Wasser-Wärmepumpe, Zentralheizung']",2022-12-31
38,28yvr55,frankfurt-am-main,50,max. 50 km,695.000 €,['190 m²'],['6 Zi.'],['400 m²'],['Einfamilienhaus'],n.a,['1980'],['E'],['Gas'],['Zentralheizung'],2022-12-31
39,284n958,frankfurt-am-main,50,max. 50 km,430.000 €,['129 m²'],['5 Zi.'],['451 m²'],['Reihenendhaus'],n.a,['1980'],['F'],['Öl'],['Zentralheizung'],2022-12-31
40,28xbz56,hamburg,50,max. 20 km,875.000 €,['193 m²'],['5 Zi.'],['472 m²'],['Einfamilienhaus'],n.a,['2013'],n.a,"['Gas, Solar']",['Fußbodenheizung'],2022-12-31
41,27tty5x,hamburg,50,max. 50 km,745.000 €,['148.76 m²'],['6 Zi.'],['664 m²'],['Einfamilienhaus'],n.a,['2019'],n.a,"['Fernwärme, Gas']",n.a,2022-12-31
42,263qw5a,hamburg,50,max. 2 km,44.444 €,['20 m²'],['2 Zi.'],['k.A.'],['Einfamilienhaus'],['1 Geschoss'],['2022'],n.a,['Elektro'],['Fußbodenheizung'],2022-12-31
43,278vp5x,hamburg,50,max. 5 km,1.350.000 €,['84 m²'],['3 Zi.'],['543 m²'],['Doppelhaushälfte'],n.a,['1922'],n.a,['Gas'],['Zentralheizung'],2022-12-31
44,27zq55u,hamburg,50,max. 5 km,1.790.000 €,['113 m²'],['5 Zi.'],['614 m²'],['Doppelhaushälfte'],n.a,['1987'],['G'],['Gas'],['offener Kamin'],2022-12-31
45,28hv957,hamburg,50,max. 5 km,3.850.000 €,['410 m²'],['10 Zi.'],['760 m²'],['Einfamilienhaus'],n.a,['1911'],n.a,n.a,['offener Kamin'],2022-12-31
